uniprot_accession,standard_inchi_key,canonical_smiles,compound_name,protein_fragment,avg_predictions
Q6YMS4,AXTAPYRUEKNRBA-JTQLQIEISA-N,Cn1ncc(Cl)c1-c1cc(C(=O)NC(CN)Cc2ccc(F)c(F)c2)oc1Cl,Uprosertib,NS1_DEN2B Dengue virus 2,4.713003680109978
Q6YMS4,JTZZSQYMACOLNN-VDWJNHBNSA-N,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCN(C)C(=O)C4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,Simeprevir,NS1_DEN2B Dengue virus 2,4.709220495074987
Q6YMS4,VNIWZCGZPBJWBI-UHFFFAOYSA-N,Cn1c(N2CCCCS2(=O)=O)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,BMS-707035,NS1_DEN2B Dengue virus 2,4.707319289445877
Q6YMS4,VMZMNAABQBOLAK-DBILLSOUSA-N,NCCCCC1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(c2ccccc2)NC(=O)C2CC(OC(=O)NCCN)CN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(OCc3ccccc3)cc2)NC1=O,Pasireotide,NS1_DEN2B Dengue virus 2,4.705087304115295
Q6YMS4,CVASBKDYSQKLSO-UHFFFAOYSA-N,Cc1ccc(Sc2ccccc2C2CCNCC2)cc1,Tedatioxetine,NS1_DEN2B Dengue virus 2,4.697916176170111
Q6YMS4,DADASRPKWOGKCU-IHKPOXLFSA-N,COc1ccc2c(c1)C1(CC1c1ccc3c(C=Cc4ccc(CN5CC(C)OC(C)C5)cc4)n[nH]c3c1)C(=O)N2,CFI 400945,NS1_DEN2B Dengue virus 2,4.696417815983295
Q6YMS4,ARAIBEBZBOPLMB-UFGQHTETSA-N,CC(=O)NC1C(N=C(N)N)C=C(C(=O)O)OC1C(O)C(O)CO,Zanamivir,NS1_DEN2B Dengue virus 2,4.678601142019033
Q6YMS4,OQBORDVFGPUGDV-UHFFFAOYSA-N,O=C(NCCCl)Sc1ncnc2nc[nH]c12,Cloturin,NS1_DEN2B Dengue virus 2,4.665927870199084
Q6YMS4,ZRTQSJFIDWNVJW-WYMLVPIESA-N,N#CC(=C1SCC(c2ccccc2Cl)S1)n1ccnc1,Lanoconazole,NS1_DEN2B Dengue virus 2,4.663203567266464
Q6YMS4,PIMQWRZWLQKKBJ-SFHVURJKSA-N,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Dinaciclib,NS1_DEN2B Dengue virus 2,4.654576301574707
Q6YMS4,ZQMXTDPQEHZTBG-FRIKZZABSA-N,CC(=O)N1CCN(CCN2C3CCC2CC(NC(=O)c2nn(C(C)C)c4ccccc24)C3)CC1,TD-2749,NS1_DEN2B Dengue virus 2,4.648361429572105
Q6YMS4,KJAAEKQTENJMDT-SFECMWDFSA-N,CCNCC=CCNCCCCNCCCCNCC=CCNCC,SL-11128,NS1_DEN2B Dengue virus 2,4.636105731129646
Q6YMS4,HPHBOJANXDKUQD-UHFFFAOYSA-N,N#CCC(=O)NN,CYACETACIDE,NS1_DEN2B Dengue virus 2,4.630907341837883
Q6YMS4,OLNTVTPDXPETLC-XPWALMASSA-N,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,Ezetimibe,NS1_DEN2B Dengue virus 2,4.6291857697069645
Q6YMS4,UPJCLVQQPDUABA-UHFFFAOYSA-N,C=C(NC)C1COC(c2cc(CCC)c(OC)c(OC)c2)=N1,L 161240,NS1_DEN2B Dengue virus 2,4.629012003540993
Q6YMS4,DUYJMQONPNNFPI-UHFFFAOYSA-N,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,Osimertinib,NS1_DEN2B Dengue virus 2,4.627988792955875
Q6YMS4,SCAGLYMBBLMFND-UHFFFAOYSA-N,NC1CCC(Nc2nc(NCc3cccc(I)c3)c3ncn(C4CCCC4)c3n2)CC1,H-327,NS1_DEN2B Dengue virus 2,4.625504493713379
Q6YMS4,BTTNOGHPGJANSW-IBGZPJMESA-N,CC(=O)NCC1CN(c2ccc(-c3ccc(CNCc4cn[nH]n4)cc3)c(F)c2)C(=O)O1,RX-01-667,NS1_DEN2B Dengue virus 2,4.620862722396851
Q6YMS4,WELIVEBWRWAGOM-UHFFFAOYSA-N,NCCC(=O)NCCSSCCNC(=O)CCN,beta-Alethine,NS1_DEN2B Dengue virus 2,4.611755773425102
Q6YMS4,FIADGNVRKBPQEU-UHFFFAOYSA-N,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,Pizotifen,NS1_DEN2B Dengue virus 2,4.610472485423088
Q6YMS4,PZUJQWHTIRWCID-HXUWFJFHSA-N,CC(C)(Cc1ccc2ccccc2c1)NCC(O)COc1cccc(Cl)c1C#N,SB 262470,NS1_DEN2B Dengue virus 2,4.610288292169571
Q6YMS4,QJFSABGVXDWMIW-UHFFFAOYSA-N,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Azilsartan medoxomil,NS1_DEN2B Dengue virus 2,4.58090978115797
Q6YMS4,JRNJNYBQQYBCLE-UHFFFAOYSA-N,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,R-547,NS1_DEN2B Dengue virus 2,4.579734787344933
Q6YMS4,VWMJHAFYPMOMGF-ZCFIWIBFSA-N,CC(NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,MLN-2480,NS1_DEN2B Dengue virus 2,4.5664036348462105
Q6YMS4,NOMSFNRBXCWAIE-UHFFFAOYSA-N,COc1cc(CN(C)CCN(C)CCC(c2ccc(F)cc2)c2ccc(F)cc2)cc(OC)c1OC,SIM-6080,NS1_DEN2B Dengue virus 2,4.565012708306313
Q6YMS4,HWGQMRYQVZSGDQ-HZPDHXFCSA-N,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,BMN-673,NS1_DEN2B Dengue virus 2,4.565003160387278
Q6YMS4,IYJMSDVSVHDVGT-PEQKVOOWSA-N,COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,Metildigoxin,NS1_DEN2B Dengue virus 2,4.5635156482458115
Q6YMS4,XBJBPGROQZJDOJ-UHFFFAOYSA-N,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,Fleroxacin,NS1_DEN2B Dengue virus 2,4.556144341826439
Q6YMS4,URLYINUFLXOMHP-HTVVRFAVSA-N,CN1N=C(N)c2cn(C3OC(COP(=O)(O)O)C(O)C3O)c3ncnc1c23,Triciribine phosphate,NS1_DEN2B Dengue virus 2,4.552432328462601
Q6YMS4,SZQLTQPHXXXMNC-UHFFFAOYSA-N,CN(CCC1c2ccccc2COc2ccccc21)CC(O)COc1ccccc1,DOXAMINOL,NS1_DEN2B Dengue virus 2,4.538860633969307
Q6YMS4,BNQDCRGUHNALGH-UHFFFAOYSA-N,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,BENSERAZIDE,NS1_DEN2B Dengue virus 2,4.532796382904053
Q6YMS4,WCWSTNLSLKSJPK-LKFCYVNXSA-N,CC1COC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,Cabotegravir,NS1_DEN2B Dengue virus 2,4.528321519494057
Q6YMS4,RDALZZCKQFLGJP-UHFFFAOYSA-N,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,CB-5083,NS1_DEN2B Dengue virus 2,4.5198653638362885
Q6YMS4,XDLYKKIQACFMJG-UHFFFAOYSA-N,COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCC(OCCO)CC3)c2=O)cn1,PF-04691502,NS1_DEN2B Dengue virus 2,4.518695041537285
Q6YMS4,UBPYILGKFZZVDX-UHFFFAOYSA-N,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,Bosutinib,NS1_DEN2B Dengue virus 2,4.516486838459969
Q6YMS4,GBOQUHPYCRYKGV-UHFFFAOYSA-N,O=C1c2cccc3cc([N+](=O)[O-])cc(c23)C(=O)N1CCN1CCCC1,pinafide,NS1_DEN2B Dengue virus 2,4.514018692076206
Q6YMS4,RYBOXBBYCVOYNO-UHFFFAOYSA-N,NCCc1cn(S(=O)(=O)c2c(Cl)nc3sccn23)c2ccccc12,SAX-187,NS1_DEN2B Dengue virus 2,4.5124954506754875
Q6YMS4,OBATZBGFDSVCJD-LALPQLPRSA-N,CC1OC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1OC1CC(O)C(OC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)C(C)O2)C(C)O1,DESLANOSIDE,NS1_DEN2B Dengue virus 2,4.511113539338112
Q6YMS4,UOBYJVFBFSLCTQ-UHFFFAOYSA-N,COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,TMC-647055,NS1_DEN2B Dengue virus 2,4.506125897169113
Q6YMS4,REOZWEGFPHTFEI-JKSUJKDBSA-N,C=C(C)C1CCC(C)=CC1c1c(O)cc(CCC)cc1O,Cannabidivarin,NS1_DEN2B Dengue virus 2,4.505983665585518
Q6YMS4,IBTISPLPBBHVSU-UVOOVGFISA-N,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2C=NOCCN,Namitecan,NS1_DEN2B Dengue virus 2,4.502608124166727
Q6YMS4,QCDFBFJGMNKBDO-UHFFFAOYSA-N,Oc1c(I)cc(Cl)c2cccnc12,Clioquinol,NS1_DEN2B Dengue virus 2,4.490406654775143
Q6YMS4,RYBJORHCUPVNMB-UHFFFAOYSA-N,Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O,Dopexamine,NS1_DEN2B Dengue virus 2,4.490379884839058
Q6YMS4,OUKYUETWWIPKQR-UHFFFAOYSA-N,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,Saracatinib,NS1_DEN2B Dengue virus 2,4.487777329981327
Q6YMS4,GVKXFVCXBFGBCD-QKDMMWSPSA-N,COC(=O)C1C(O)C2(O)c3c(OC)cc(OC4OC(C(O)CO)COC4OC)cc3OC2(c2ccc(OC)cc2)C1c1ccccc1,Silvestrol,NS1_DEN2B Dengue virus 2,4.48567334190011
Q6YMS4,DZMVCVHATYROOS-ZBFGKEHZSA-N,CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NCCc1ccccc1)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C)C(C)C,Soblidotin,NS1_DEN2B Dengue virus 2,4.485501199960709
Q6YMS4,VNFPBHJOKIVQEB-UHFFFAOYSA-N,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,Clotrimazole,NS1_DEN2B Dengue virus 2,4.485452264547348
Q6YMS4,BPFYOAJNDMUVBL-UHFFFAOYSA-N,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,Marbofloxacin,NS1_DEN2B Dengue virus 2,4.485237777233124
Q6YMS4,IOMMMLWIABWRKL-WUTDNEBXSA-N,Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2C2CCCCN(C(=O)C=CCN(C)C)C2)ccn1,Nazartinib,NS1_DEN2B Dengue virus 2,4.479080211371183
Q6YMS4,NAMOLZVVTPNNTE-UHFFFAOYSA-N,CCN(CC)CCNc1ccc(CNS(C)(=O)=O)c2sc3ccccc3c(=O)c12,Win-33377,NS1_DEN2B Dengue virus 2,4.4769090712070465
Q6YMS4,PFWVGKROPKKEDW-UHFFFAOYSA-N,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1,Vidupiprant,NS1_DEN2B Dengue virus 2,4.475737035274506
Q6YMS4,ZLHFILGSQDJULK-UHFFFAOYSA-N,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,Alisertib,NS1_DEN2B Dengue virus 2,4.471110582351685
Q6YMS4,XQVVPGYIWAGRNI-JOCHJYFZSA-N,CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,BI-2536,NS1_DEN2B Dengue virus 2,4.468520175665617
Q6YMS4,IECPWNUMDGFDKC-MZJAQBGESA-N,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,FUSIDIC ACID,NS1_DEN2B Dengue virus 2,4.466725930571556
Q6YMS4,MJIHNNLFOKEZEW-RUZDIDTESA-N,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,Dexlansoprazole,NS1_DEN2B Dengue virus 2,4.463396489620209
Q6YMS4,DADASRPKWOGKCU-FVTQAUBDSA-N,COc1ccc2c(c1)C1(CC1c1ccc3c(C=Cc4ccc(CN5CC(C)OC(C)C5)cc4)n[nH]c3c1)C(=O)N2,CFI-400945,NS1_DEN2B Dengue virus 2,4.462035059928894
Q6YMS4,RVJIQAYFTOPTKK-UHFFFAOYSA-N,CN(C)c1cc2c(cc1Sc1nc3c(N)nccc3n1CCNCC(C)(C)C)OCO2,Debio-0932,NS1_DEN2B Dengue virus 2,4.459767904132605
Q6YMS4,WGOJWDWKHJHXSV-UHFFFAOYSA-N,CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(Oc2cccc(O)c2)C1,PF-03635659,NS1_DEN2B Dengue virus 2,4.456669792532921
Q6YMS4,NVSWJKWHLUTHLP-CPJSRVTESA-N,CC(CC1(c2nn[nH]n2)c2ccc(C(=O)N(C)C)cc2CCc2cc(C(=O)N(C)C)ccc21)NCC(=O)N1CCCC1C#N,ALS-2-0426,NS1_DEN2B Dengue virus 2,4.455711219459772
Q6YMS4,QBKSWRVVCFFDOT-UHFFFAOYSA-N,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,Gossypol,NS1_DEN2B Dengue virus 2,4.45231719315052
Q6YMS4,XUHMGFKQBWZWPO-UHFFFAOYSA-N,CCCCCCSc1nsnc1C1=CCCN(C)C1,Tazomeline,NS1_DEN2B Dengue virus 2,4.451831620186567
Q6YMS4,PHJVBZVDUNTGNR-HSZRJFAPSA-N,CC1=C(C#N)C(c2cccc3ncc(-c4ccccc4)cc23)C(C(=O)OC(C)C)=C(N)N1,Bay-y-5959,NS1_DEN2B Dengue virus 2,4.4492697194218636
Q6YMS4,BAYYCLWCHFVRLV-UHFFFAOYSA-N,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CC)c3c2F)C1,CI-934,NS1_DEN2B Dengue virus 2,4.4473952651023865
Q6YMS4,KSOVGRCOLZZTPF-QMKUDKLTSA-N,Cc1cc(Nc2ncc(F)c(NC3C4C=CC(C4)C3C(N)=O)n2)ccc1N1CCN(C)CC1,R-763,NS1_DEN2B Dengue virus 2,4.446590706706047
Q6YMS4,RWZVMMQNDHPRQD-SFTDATJTSA-N,C=C1CC2C=Nc3cc(OCCCOc4cc5c(cc4OC)C(=O)N4CC(=C)CC4C=N5)c(OC)cc3C(=O)N2C1,SG-2000,NS1_DEN2B Dengue virus 2,4.445961833000183
Q6YMS4,JXLYSJRDGCGARV-XQKSVPLYSA-N,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Vinblastine,NS1_DEN2B Dengue virus 2,4.4446200877428055
Q6YMS4,HOGVTUZUJGHKPL-HTVVRFAVSA-N,CN1N=C(N)c2cn(C3OC(CO)C(O)C3O)c3ncnc1c23,API-2,NS1_DEN2B Dengue virus 2,4.4442014545202255
Q6YMS4,HNIFCPBQMKPRCX-UHFFFAOYSA-N,COCc1nnc(N2CC(Oc3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1,Cligosiban,NS1_DEN2B Dengue virus 2,4.4428229331970215
Q6YMS4,UHRBTBZOWWGKMK-DOMZBBRYSA-N,COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21,FLOMOXEF,NS1_DEN2B Dengue virus 2,4.435310080647469
Q6YMS4,VWFCHDSQECPREK-LURJTMIESA-N,Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1,Cidofovir,NS1_DEN2B Dengue virus 2,4.43150220811367
Q6YMS4,VFOKSTCIRGDTBR-UHFFFAOYSA-N,CCCCOc1nc(N)c2c(n1)N(Cc1cccc(CN3CCCC3)c1)CC(=O)N2,Vesatolimod,NS1_DEN2B Dengue virus 2,4.431158605962992
Q6YMS4,SBEOBYJLAQKTQX-UHFFFAOYSA-N,CC(C)NC1CCC(c2ccccc2)(c2ccccc2)CC1,PRAMIVERINE,NS1_DEN2B Dengue virus 2,4.431029424071312
Q6YMS4,NRJKIOCCERLIDG-GOSISDBHSA-N,COc1cc(S(C)(=O)=O)ccc1Nc1nc2ccc(-c3ccc(NC(=O)C(C)c4ccc(F)cc4)cc3)cn2n1,Empesertib,NS1_DEN2B Dengue virus 2,4.430493548512459
Q6YMS4,HAYYBYPASCDWEQ-UHFFFAOYSA-N,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,Entrectinib,NS1_DEN2B Dengue virus 2,4.425243191421032
Q6YMS4,KTCJYACFOQWRDO-GOSISDBHSA-N,O=C1NCCCCC1N(Cc1ccc(Br)cc1)S(=O)(=O)c1ccc(Cl)cc1,ELN-318463,NS1_DEN2B Dengue virus 2,4.424336854368448
Q6YMS4,HPNSFSBZBAHARI-RUDMXATFSA-N,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,Mycophenolic-acid,NS1_DEN2B Dengue virus 2,4.42288376390934
Q6YMS4,WJRRGYBTGDJBFX-UHFFFAOYSA-N,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,AZD-5438,NS1_DEN2B Dengue virus 2,4.42067988216877
Q6YMS4,OLCWFLWEHWLBTO-HSZRJFAPSA-N,N#Cc1ccc2c(c1)CN(S(=O)(=O)c1cccs1)C(Cc1ccccc1)CN2Cc1cnc[nH]1,BMS-214662,NS1_DEN2B Dengue virus 2,4.418702408671379
Q6YMS4,FOIVPCKZDPCJJY-JQIJEIRASA-N,CC(=Cc1ccc(C(=O)O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,Arotinoid acid,NS1_DEN2B Dengue virus 2,4.417679741978645
Q6YMS4,MBQKTLYFUYNAPZ-FEZMQHRXSA-N,COc1ccc(CC2C(=O)NC(C)C(=O)N(C)C3Cc4ccc(cc4)Oc4cc(ccc4OC)CC(C(=O)NC(C)C(=O)NC(C)C(=O)N2C)N(C)C3=O)cc1,RA VII,NS1_DEN2B Dengue virus 2,4.417237147688866
Q6YMS4,BDXXSFOJPYSYOC-UHFFFAOYSA-N,Cc1nc2ccc(C(=O)N3CCC4(CC3)CC(=O)c3c(cnn3C(C)C)C4)cc2[nH]1,PF-05175157,NS1_DEN2B Dengue virus 2,4.413797922432423
Q6YMS4,YUAALFPUEOYPNX-UHFFFAOYSA-N,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,Dubermatinib,NS1_DEN2B Dengue virus 2,4.413510948419571
Q6YMS4,ZEUITGRIYCTCEM-KRWDZBQOSA-N,CNCCC(Oc1cccc2ccccc12)c1cccs1,Duloxetine,NS1_DEN2B Dengue virus 2,4.412390828132629
Q6YMS4,FGBGXESDYFKUFX-UHFFFAOYSA-N,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(OCC(=O)O)c(C(C)(C)C)c1,Camobucol,NS1_DEN2B Dengue virus 2,4.411349639296532
Q6YMS4,CWHUFRVAEUJCEF-UHFFFAOYSA-N,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,Buparlisib,NS1_DEN2B Dengue virus 2,4.406662404537201
Q6YMS4,UCBSXTTUNYWOCC-UHFFFAOYSA-N,O=C1C(NC2CCCCCCC2)=CC(=O)c2ncccc21,AZAQUINONE,NS1_DEN2B Dengue virus 2,4.406624302268028
Q6YMS4,OPQRBXUBWHDHPQ-UHFFFAOYSA-N,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,Etazolate,NS1_DEN2B Dengue virus 2,4.405655160546303
Q6YMS4,ODUBEYQKYAQFNS-UHFFFAOYSA-N,CC(O)CNC(=O)c1ccccc1SSc1ccccc1C(=O)NCC(C)O,KF-4939,NS1_DEN2B Dengue virus 2,4.405597403645515
Q6YMS4,GXCZZAKPGMYPDJ-UHFFFAOYSA-N,CCc1ccccc1-c1nc(-c2cccc(OC)c2)n[nH]1,Contragestazol,NS1_DEN2B Dengue virus 2,4.404583171010017
Q6YMS4,OGWKCGZFUXNPDA-XQKSVPLYSA-N,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,Vincristine,NS1_DEN2B Dengue virus 2,4.404345002025366
Q6YMS4,CTAHRHRYCPEDSR-UHFFFAOYSA-N,CCCS(=O)(=O)NC(=O)c1ccc(N(CC)Cc2cc(Br)ccc2OCC2CC2)nn1,ZD-6416,NS1_DEN2B Dengue virus 2,4.400875814259052
Q6YMS4,KJVQYDYPDFFJMP-UHFFFAOYSA-N,Cc1csc(NS(=O)(=O)c2ccc(N)cc2)n1,SULFAMETHYLTHIAZOLE,NS1_DEN2B Dengue virus 2,4.40027941763401
Q6YMS4,WBBZUHMHBSXBDT-UHFFFAOYSA-N,CCOc1cc(CN2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3,Amelparib,NS1_DEN2B Dengue virus 2,4.399319559335709
Q6YMS4,ZACWYYKZMLGOTG-UHFFFAOYSA-N,CCN1CCC(c2cc(C)c3nc(-c4cc5c(C)nc(C)cn5n4)cc(=O)n3c2)CC1,SMN-C3,NS1_DEN2B Dengue virus 2,4.399107277393341
Q6YMS4,QPDYBCZNGUJZDK-DNQXCXABSA-N,NC(N)=NCCCCC(=O)Nc1cc(C(F)(F)F)cc(NC(=O)c2cc(C(=O)Nc3cc(C(F)(F)F)cc(NC(=O)CCCCN=C(N)N)c3OC3CCNC3)ncn2)c1OC1CCNC1,Brilacidin,NS1_DEN2B Dengue virus 2,4.398463949561119
Q6YMS4,SPFYMRJSYKOXGV-UHFFFAOYSA-N,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,Enrofloxacin,NS1_DEN2B Dengue virus 2,4.39758075773716
Q6YMS4,MSHZHSPISPJWHW-PVDLLORBSA-N,COC1C(OC(=O)NC(=O)CCl)CCC2(CO2)C1C1(C)OC1CC=C(C)C,AGM 1470,NS1_DEN2B Dengue virus 2,4.397352486848831
